"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","wRC+","-1","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"Braden Shewmake","ATL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".241",".283",".383",".667",".287","76","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3010332"
"Arquímedes Gamboa","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".300",".325",".625",".279","74","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa877497"
"José Devers","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".252",".298",".349",".646",".283","79","","0.0","0.0","","0.0","0.0","0.0","","999.0","20540"
"Tim Beckham","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".241",".296",".411",".707",".304","90","","0.0","0.0","","0.0","0.0","0.0","","999.0","7949"
"Matt Batten","SDP","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".236",".299",".321",".620",".276","74","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3004179"
"Jacob Amaya","LAD","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".286",".346",".632",".277","74","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3005081"
"Wilfredo Tovar","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".252",".302",".347",".649",".285","78","","0.0","0.0","","0.0","0.0","0.0","","999.0","10416"
"Eddys Leonard","LAD","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".275",".362",".637",".277","74","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3005554"
"Jesus Bastidas","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".289",".358",".647",".283","78","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa916969"
"Orelvis Martinez","TOR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".258",".391",".649",".278","70","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3010692"
"Ray-Patrick Didder","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".293",".316",".609",".272","72","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa736824"
"Erik González","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".246",".284",".358",".642",".278","76","","0.0","0.0","","0.0","0.0","0.0","","600.0","13369"
"Vinny Capra","TOR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".236",".292",".363",".656",".286","76","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3006731"
"C.J. Hinojosa","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".249",".293",".361",".653",".284","77","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa658616"
"Zach Remillard","CHW","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".276",".335",".611",".269","69","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa659077"
"Brett Pope","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".292",".325",".617",".273","69","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3004513"
"Quincy McAfee","CIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".306",".360",".666",".293","77","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa1159899"
"Adeiny Hechavarría","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".289",".355",".643",".280","75","","0.0","0.0","","0.0","0.0","0.0","","999.0","10459"
"Matt Reynolds","NYM","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".303",".337",".639",".283","81","","0.0","0.0","","0.0","0.0","0.0","","999.0","13788"
"Daniel Pinero","DET","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".292",".341",".632",".279","75","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa738204"
"Will Wilson","SFG","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".273",".345",".618",".270","70","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3009871"
"Nick Loftin","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".280",".340",".621",".271","68","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3014511"
"Zack Cozart","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".285",".363",".648",".282","76","","0.0","0.0","","0.0","0.0","0.0","","999.0","2616"
"Christopher Morel","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".280",".381",".661",".286","76","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3003171"
"Jecksson Flores","WSN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".236",".297",".329",".626",".277","70","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa597007"
"Jose Martinez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".289",".322",".611",".271","68","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa736960"
"Ronny Rodríguez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".275",".390",".664",".285","78","","0.0","0.0","","0.0","0.0","0.0","","999.0","11875"
"Stephen Alemais","PIT","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".293",".318",".611",".271","68","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa874070"
"Peter Maris","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".283",".354",".637",".278","73","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa877608"
"Grae Kessinger","HOU","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".269",".326",".595",".261","65","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3010327"
"Lenyn Sosa","CHW","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".267",".342",".609",".264","65","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3004051"
"Laz Rivera","CHW","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".240",".278",".352",".630",".274","72","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3004128"
"Cristian Perez","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".282",".315",".597",".264","65","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa917025"
"J.C. Correa","HOU","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".270",".327",".597",".261","65","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3014823"
"Vaughn Grissom","ATL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".289",".333",".622",".274","67","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3010711"
"Coco Montes","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".255",".298",".399",".697",".300","73","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3006715"
"Garabez Rosa","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".249",".283",".358",".641",".278","73","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa455978"
"Jesus Valdez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".276",".359",".635",".276","72","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3005492"
"Grant Williams","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".256",".294",".346",".641",".280","71","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3006724"
"Delvin Pérez","STL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".236",".279",".319",".598",".263","66","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa917935"
"Luis Carpio","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".288",".340",".628",".276","72","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa827960"
"Leonardo Rivas","CIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".311",".332",".643",".286","72","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa872542"
"Jose Rodriguez","CHW","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".263",".341",".605",".261","63","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3005788"
"Luis Aviles Jr.","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".278",".342",".620",".271","71","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa738445"
"Chad De La Guerra","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".279",".348",".628",".275","71","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa875729"
"David Masters","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".280",".347",".627",".275","71","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa602586"
"Cadyn Grenier","BAL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".282",".311",".593",".265","63","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3008140"
"Shay Whitcomb","HOU","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".254",".338",".592",".257","62","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3014948"
"Jose Tena","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".261",".346",".607",".262","63","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3005482"
"Jordan Gore","MIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".279",".312",".591",".262","63","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3004127"
"Rayder Ascanio","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".280",".349",".629",".274","70","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa735861"
"Mason McCoy","BAL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".274",".325",".599",".263","62","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3002758"
"Jeison Guzmán","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".275",".345",".620",".270","64","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa914314"
"Richard Ureña","WSN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".243",".279",".364",".644",".279","70","","0.0","0.0","","0.0","0.0","0.0","","999.0","16411"
"Connor Kaiser","PIT","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".278",".320",".599",".265","64","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3007823"
"Simon Whiteman","SFG","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".294",".309",".603",".269","69","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa1169809"
"Bryant Flete","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".294",".320",".614",".272","69","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa657425"
"Pat Valaika","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".272",".366",".637",".276","72","","0.0","0.0","","0.0","0.0","0.0","","999.0","14885"
"Moises Castillo","CHW","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".270",".320",".590",".259","64","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa917135"
"Livan Soto","LAA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".270",".322",".592",".260","61","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3004264"
"Evan Mendoza","STL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".280",".305",".585",".259","63","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3002836"
"Dalton Guthrie","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".273",".342",".614",".267","63","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829836"
"Andruw Monasterio","MIL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".295",".331",".625",".277","70","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa830359"
"Clayton Daniel","LAD","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".287",".326",".613",".270","70","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3007646"
"Maikel Garcia","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".281",".309",".590",".261","60","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3003246"
"Christian Koss","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".266",".343",".609",".264","60","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3011227"
"Calten Daal","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".247",".283",".335",".618",".270","68","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa729572"
"Chris Mariscal","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".284",".327",".611",".270","68","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa600255"
"Logan Davidson","OAK","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".267",".298",".565",".251","60","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa918676"
"Abiatal Avelino","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".252",".301",".372",".673",".293","83","","0.0","0.0","","0.0","0.0","0.0","","999.0","15496"
"Gunnar Henderson","BAL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".262",".330",".592",".259","60","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3011484"
"Euribiel Angeles","SDP","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".275",".309",".584",".257","62","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3008877"
"Alfredo Reyes","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".282",".293",".575",".258","60","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa597093"
"Taylor Snyder","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".245",".295",".432",".727",".311","80","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa738930"
"Angelo Mora","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".279",".333",".612",".268","67","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa597177"
"Luis Vazquez","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".274",".327",".601",".263","61","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3005131"
"Jackson Cluff","WSN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".275",".327",".602",".264","61","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010342"
"Tyler Saladino","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".285",".340",".625",".276","71","","0.0","0.0","","0.0","0.0","0.0","","999.0","10807"
"Joe Dunand","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".269",".334",".603",".264","67","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3005360"
"Errol Robinson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".280",".297",".577",".258","59","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa857819"
"Elliot Soto","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".287",".312",".598",".266","65","","0.0","0.0","","0.0","0.0","0.0","","999.0","11155"
"Miguel Hernandez","CIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".280",".334",".613",".268","60","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917055"
"Ronny Mauricio","NYM","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".248",".331",".579",".251","60","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006887"
"Luis Sardinas","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".288",".336",".624",".274","70","","0.0","0.0","","0.0","0.0","0.0","","999.0","13153"
"Rubén Tejada","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".294",".317",".611",".271","69","","0.0","0.0","","0.0","0.0","0.0","","999.0","5519"
"Mikey White","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".276",".329",".605",".266","65","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa658966"
"Adrian Valerio","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".262",".325",".587",".256","58","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828164"
"Cody Bohanek","NYM","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".269",".290",".558",".250","60","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004157"
"Jake Gatewood","LAA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".248",".365",".613",".263","64","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa828685"
"Andy Weber","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".275",".317",".593",".260","59","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008282"
"Freddy Zamora","MIL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".278",".309",".587",".260","59","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3014500"
"Jose Caballero","SEA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".261",".288",".549",".245","56","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004817"
"Andrew Romine","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".241",".288",".333",".621",".273","67","","0.0","0.0","","0.0","0.0","0.0","","999.0","1159"
"Richy Pedroza","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".287",".276",".563",".255","58","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa621648"
"Carlos Herrera","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".265",".342",".608",".264","63","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa830140"
"Zach Vincej","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".279",".328",".608",".266","65","","0.0","0.0","","0.0","0.0","0.0","","999.0","13269"
"Max Burt","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".268",".323",".591",".259","62","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3007631"
"Chris Givin","SDP","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".265",".303",".568",".252","58","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010161"
"Luis Gonzalez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".272",".332",".604",".264","63","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa736875"
"Cristhian Adames","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".285",".336",".621",".273","70","","0.0","0.0","","0.0","0.0","0.0","","999.0","6013"
"Noelvi Marte","SEA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".250",".305",".554",".243","55","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008745"
"Kelvin Melean","SDP","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".275",".317",".592",".261","64","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa917141"
"Kevin Vicuña","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".272",".307",".579",".256","55","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872466"
"Jeremy Eierman","OAK","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".253",".329",".581",".254","61","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3007005"
"Yonathan Mendoza","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".289",".297",".586",".263","63","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa596904"
"Demetrius Sims","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".266",".293",".559",".249","57","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004390"
"JT Riddle","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".270",".351",".621",".269","67","","0.0","0.0","","0.0","0.0","0.0","","999.0","17642"
"Ezequiel Tovar","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".246",".274",".363",".637",".275","57","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008239"
"Gage Workman","DET","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".250",".322",".571",".248","54","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3014441"
"Imeldo Diaz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".269",".331",".600",".262","62","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa872851"
"Gilbert Lara","WSN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".259",".335",".594",".258","57","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa877337"
"Bengie González","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".274",".292",".566",".252","56","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa454764"
"Jung Ho Kang","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".267",".355",".622",".271","68","","0.0","0.0","","0.0","0.0","0.0","","999.0","17182"
"Michael De León","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".271",".326",".597",".261","62","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa823925"
"Liover Peguero","PIT","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".259",".315",".574",".252","55","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005582"
"Miguelangel Sierra","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".259",".337",".596",".260","61","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa872750"
"Jose Gomez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".264",".306",".570",".251","55","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828331"
"Wilmer Difo","","31","122","110","26","4","1","2","12","11","10","28","1","1","0","",".239",".303",".345",".647",".285","78","","0.0","-0.2","","-3.4","-0.7","0.0","","999.0","14320"
"Dixon Machado","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".288",".326",".614",".272","67","","0.0","0.0","","0.0","0.0","0.0","","999.0","11472"
"Marco Luciano","SFG","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".253",".313",".566",".249","56","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010022"
"Delvin Zinn","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".268",".307",".576",".253","55","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875884"
"Ryan Howard","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".273",".316",".589",".259","61","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa857225"
"Jancarlos Cintron","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".275",".332",".607",".265","62","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3004065"
"Chris Clare","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".282",".295",".577",".259","60","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918466"
"Kevin Merrell","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".274",".313",".587",".258","59","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa915707"
"Cliff Pennington","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".287",".316",".603",".268","67","","0.0","0.0","","0.0","0.0","0.0","","999.0","3395"
"Eric Stamets","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".266",".320",".586",".258","60","","0.0","0.0","","-0.1","0.0","0.0","","999.0","13795"
"Yasel Antuna","WSN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".260",".320",".580",".254","55","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa962601"
"Pedro Florimón","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".280",".321",".601",".266","65","","0.0","0.0","","0.0","0.0","0.0","","999.0","8385"
"Edwin Díaz","HOU","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".260",".329",".589",".258","60","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738152"
"Edwin Figuera","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".267",".312",".579",".253","55","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872730"
"Edgardo Fermin","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".265",".323",".588",".258","59","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872571"
"Manny Rodriguez","NYM","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".252",".296",".547",".242","54","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006678"
"Tyler Fitzgerald","SFG","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".256",".330",".586",".256","60","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3011257"
"Angelo Castellano","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".268",".316",".585",".258","58","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657521"
"Tanner Morris","TOR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".279",".308",".587",".260","58","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009873"
"Jack Blomgren","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".291",".319",".610",".270","54","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3014825"
"Jonathan Ornelas","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".253",".301",".554",".243","51","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006909"
"Ethan Paul","PIT","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".279",".301",".580",".259","60","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3011423"
"Erisbel Arruebarrena","LAD","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".249",".324",".573",".247","55","","0.0","0.0","","-0.1","0.0","0.0","","999.0","15809"
"Anibal Sierra","HOU","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".197",".255",".287",".542",".241","52","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa908626"
"Luke Waddell","ATL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".256",".325",".581",".254","54","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3017075"
"Grenny Cumana","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".248",".290",".342",".632",".276","72","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa735846"
"Jake Elmore","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".244",".313",".329",".642",".285","78","","0.0","0.0","","0.0","0.0","0.0","","999.0","7290"
"Roberto Baldoquin","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".272",".309",".581",".257","59","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa857538"
"Daniel Castro","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".278",".323",".602",".264","63","","0.0","0.0","","0.0","0.0","0.0","","999.0","15450"
"Jorge Flores","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".272",".278",".550",".248","53","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa550275"
"Raul Rivas","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".274",".305",".579",".256","58","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa871433"
"Leonel Valera","LAD","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".244",".318",".563",".245","53","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917320"
"Ali Castillo","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".277",".320",".598",".262","60","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa507143"
"Malquin Canelo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".266",".312",".579",".254","57","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657479"
